//keyword song,song id, sound id, sprite id, sound id, block number, max blocks

song, 0, 109, 0, 0, 4
song, 0, 110, 1, 1, 4
song, 0, 107, 2, 2, 4
song, 0, 108, 3, 3, 4

song, 1, 106, 4, 0, 4
song, 1, 110, 5, 1, 4
song, 1, 109, 6, 2, 4
song, 1, 106, 7, 3, 4

song, 2, 108, 8, 0, 4
song, 2, 106, 9, 1, 4
song, 2, 106, 10, 2, 4
song, 2, 109, 11, 3, 4

song, 3, 107, 12, 0, 4
song, 3, 106, 13, 1, 4
song, 3, 107, 14, 2, 4
song, 3, 108, 15, 3, 4

song, 4, 107, 16, 0, 4
song, 4, 110, 17, 1, 4
song, 4, 110, 18, 2, 4
song, 4, 108, 19, 3, 4

song, 5, 107, 20, 0, 4
song, 5, 107, 21, 1, 4
song, 5, 107, 22, 2, 4
song, 5, 109, 23, 3, 4

